Altitude(ft),Pressure(Pa),Temperature(f)
-104.58000000000175,101131.25,51.24
-103.76000000000931,101132.25,51.24
-102.52999999999884,101133.75,51.24
-102.52999999999884,101133.75,51.24
-103.76000000000931,101132.25,51.24
-102.52999999999884,101133.75,51.24
-102.94000000000233,101133.25,51.24
-103.35000000000582,101132.75,51.24
-101.10000000000582,101135.5,51.24
-104.77999999999884,101131.0,51.24
-102.11999999999534,101134.25,51.24
-103.55999999999767,101132.5,51.24
-108.05999999999767,101127.0,51.24
-104.16999999999825,101131.75,51.24
-105.80999999999767,101129.75,51.24
-103.9600000000064,101132.0,51.24
-102.94000000000233,101133.25,51.24
-104.99000000000524,101130.75,51.24
-102.74000000000524,101133.5,51.24
-103.55999999999767,101132.5,51.24
-103.9600000000064,101132.0,51.24
-105.19999999999709,101130.5,51.24
-101.30000000000291,101135.25,51.24
-104.38000000000466,101131.5,51.24
-103.55999999999767,101132.5,51.24
-103.35000000000582,101132.75,51.35
-106.22000000000116,101129.25,51.24
-104.77999999999884,101131.0,51.24
-102.94000000000233,101133.25,51.24
-101.7100000000064,101134.75,51.35
-104.77999999999884,101131.0,51.24
-107.24000000000524,101128.0,51.24
-103.55999999999767,101132.5,51.35
-103.55999999999767,101132.5,51.24
-105.19999999999709,101130.5,51.24
-104.77999999999884,101131.0,51.24
-104.99000000000524,101130.75,51.24
-105.40000000000873,101130.25,51.24
-102.52999999999884,101133.75,51.35
-102.74000000000524,101133.5,51.35
-103.35000000000582,101132.75,51.35
-105.19999999999709,101130.5,51.24
-102.52999999999884,101133.75,51.35
-101.5,101135.0,51.35
-103.76000000000931,101132.25,51.35
-103.76000000000931,101132.25,51.35
-103.55999999999767,101132.5,51.35
-103.35000000000582,101132.75,51.35
-104.77999999999884,101131.0,51.24
-100.27999999999884,101136.5,51.35
-99.4600000000064,101137.5,51.35
-102.32000000000698,101134.0,51.35
-101.5,101135.0,51.35
-102.11999999999534,101134.25,51.35
-102.52999999999884,101133.75,51.35
-102.32000000000698,101134.0,51.35
-101.5,101135.0,51.35
-103.13999999999942,101133.0,51.35
-102.52999999999884,101133.75,51.35
-104.58000000000175,101131.25,51.35
-102.32000000000698,101134.0,51.35
-105.19999999999709,101130.5,51.35
-102.94000000000233,101133.25,51.35
-100.27999999999884,101136.5,51.35
-101.5,101135.0,51.35
-100.68000000000757,101136.0,51.35
-102.11999999999534,101134.25,51.35
-100.88999999999942,101135.75,51.35
-102.11999999999534,101134.25,51.35
-97.40000000000873,101140.0,51.35
-93.30000000000291,101145.0,51.35
-94.52999999999884,101143.5,51.35
-97.19999999999709,101140.25,51.35
-92.47999999999593,101146.0,51.35
-93.10000000000582,101145.25,51.35
-93.10000000000582,101145.25,51.35
-93.10000000000582,101145.25,51.35
-92.07000000000698,101146.5,51.35
-94.52999999999884,101143.5,51.35
-94.11999999999534,101144.0,51.35
-93.51000000000931,101144.75,51.35
-94.33000000000175,101143.75,51.35
-92.07000000000698,101146.5,51.35
-96.77999999999884,101140.75,51.35
-94.52999999999884,101143.5,51.35
-95.35000000000582,101142.5,51.35
-92.88999999999942,101145.5,51.35
-93.7100000000064,101144.5,51.35
-94.94000000000233,101143.0,51.35
-94.52999999999884,101143.5,51.35
-94.11999999999534,101144.0,51.35
-96.58000000000175,101141.0,51.35
-94.52999999999884,101143.5,51.35
-94.74000000000524,101143.25,51.35
-95.76000000000931,101142.0,51.35
-97.19999999999709,101140.25,51.35
-96.99000000000524,101140.5,51.35
-93.91999999999825,101144.25,51.35
-95.76000000000931,101142.0,51.35
-93.10000000000582,101145.25,51.46
-98.02000000000407,101139.25,51.35
-93.10000000000582,101145.25,51.46
-96.38000000000466,101141.25,51.35
-94.52999999999884,101143.5,51.35
-95.35000000000582,101142.5,51.35
-97.60000000000582,101139.75,51.35
-96.58000000000175,101141.0,51.35
-95.35000000000582,101142.5,51.35
-92.69000000000233,101145.75,51.46
-96.58000000000175,101141.0,51.35
-99.66000000000349,101137.25,51.35
-97.19999999999709,101140.25,51.46
-93.51000000000931,101144.75,51.46
-94.33000000000175,101143.75,51.46
-95.15000000000873,101142.75,51.46
-93.7100000000064,101144.5,51.46
-94.11999999999534,101144.0,51.46
-93.30000000000291,101145.0,51.46
-93.10000000000582,101145.25,51.46
-96.99000000000524,101140.5,51.46
-94.74000000000524,101143.25,51.46
-94.33000000000175,101143.75,51.46
-94.52999999999884,101143.5,51.46
-98.02000000000407,101139.25,51.46
-94.11999999999534,101144.0,51.46
-99.04000000000815,101138.0,51.46
-96.77999999999884,101140.75,51.46
-95.76000000000931,101142.0,51.46
-95.9600000000064,101141.75,51.46
-95.35000000000582,101142.5,51.46
-92.88999999999942,101145.5,51.46
-92.27999999999884,101146.25,51.46
-95.55999999999767,101142.25,51.46
-93.30000000000291,101145.0,51.46
-97.60000000000582,101139.75,51.46
-94.33000000000175,101143.75,51.46
-95.76000000000931,101142.0,51.46
-93.7100000000064,101144.5,51.46
-93.10000000000582,101145.25,51.46
-95.55999999999767,101142.25,51.46
-97.40000000000873,101140.0,51.46
-96.38000000000466,101141.25,51.46
-94.11999999999534,101144.0,51.46
-98.02000000000407,101139.25,51.46
-95.76000000000931,101142.0,51.46
-96.77999999999884,101140.75,51.46
-98.02000000000407,101139.25,51.46
-95.35000000000582,101142.5,51.46
-94.52999999999884,101143.5,51.46
-96.38000000000466,101141.25,51.46
-98.41999999999825,101138.75,51.46
-98.02000000000407,101139.25,51.46
-95.76000000000931,101142.0,51.46
-96.99000000000524,101140.5,51.46
-96.99000000000524,101140.5,51.46
-101.7100000000064,101134.75,51.46
-96.38000000000466,101141.25,51.46
-97.40000000000873,101140.0,51.46
-97.80999999999767,101139.5,51.46
-96.58000000000175,101141.0,51.46
-95.76000000000931,101142.0,51.46
-98.83999999999651,101138.25,51.46
-96.58000000000175,101141.0,51.46
-99.04000000000815,101138.0,51.46
-97.80999999999767,101139.5,51.46
-95.15000000000873,101142.75,51.58
-97.40000000000873,101140.0,51.46
-96.99000000000524,101140.5,51.46
-97.80999999999767,101139.5,51.46
-98.41999999999825,101138.75,51.46
-97.60000000000582,101139.75,51.46
-96.16999999999825,101141.5,51.58
-99.24000000000524,101137.75,51.46
-99.04000000000815,101138.0,51.46
-97.19999999999709,101140.25,51.58
-99.04000000000815,101138.0,51.58
-95.35000000000582,101142.5,51.58
-98.41999999999825,101138.75,51.58
-97.60000000000582,101139.75,51.58
-98.63999999999942,101138.5,51.58
-96.58000000000175,101141.0,51.58
-98.63999999999942,101138.5,51.58
-98.02000000000407,101139.25,51.58
-96.38000000000466,101141.25,51.58
-95.35000000000582,101142.5,51.58
-96.58000000000175,101141.0,51.58
-97.19999999999709,101140.25,51.58
-96.77999999999884,101140.75,51.58
-102.32000000000698,101134.0,51.58
-99.4600000000064,101137.5,51.58
-99.4600000000064,101137.5,51.58
-102.32000000000698,101134.0,51.58
-101.10000000000582,101135.5,51.58
-100.68000000000757,101136.0,51.58
-101.10000000000582,101135.5,51.58
-101.10000000000582,101135.5,51.58
-102.94000000000233,101133.25,51.58
-99.4600000000064,101137.5,51.58
-102.74000000000524,101133.5,51.58
-98.63999999999942,101138.5,51.58
-100.47999999999593,101136.25,51.58
-103.13999999999942,101133.0,51.58
-100.47999999999593,101136.25,51.58
-99.4600000000064,101137.5,51.58
-99.04000000000815,101138.0,51.58
-103.55999999999767,101132.5,51.58
-101.91999999999825,101134.5,51.58
-101.91999999999825,101134.5,51.58
-103.55999999999767,101132.5,51.58
-101.5,101135.0,51.58
-102.11999999999534,101134.25,51.58
-99.86000000000058,101137.0,51.58
-102.11999999999534,101134.25,51.58
-100.88999999999942,101135.75,51.58
-101.7100000000064,101134.75,51.58
-102.11999999999534,101134.25,51.58
-101.10000000000582,101135.5,51.58
-103.13999999999942,101133.0,51.58
-102.74000000000524,101133.5,51.58
-100.68000000000757,101136.0,51.58
-99.86000000000058,101137.0,51.58
-102.52999999999884,101133.75,51.58
-103.13999999999942,101133.0,51.58
-103.55999999999767,101132.5,51.58
-100.68000000000757,101136.0,51.58
-101.30000000000291,101135.25,51.58
-101.10000000000582,101135.5,51.58
-99.66000000000349,101137.25,51.58
-100.27999999999884,101136.5,51.58
-102.94000000000233,101133.25,51.58
-101.10000000000582,101135.5,51.58
-101.5,101135.0,51.58
-102.32000000000698,101134.0,51.58
-104.16999999999825,101131.75,51.58
-99.04000000000815,101138.0,51.58
-101.10000000000582,101135.5,51.58
-101.91999999999825,101134.5,51.58
-101.91999999999825,101134.5,51.58
-102.52999999999884,101133.75,51.58
-101.5,101135.0,51.69
-104.16999999999825,101131.75,51.58
-101.5,101135.0,51.69
-103.76000000000931,101132.25,51.58
-101.91999999999825,101134.5,51.69
-101.91999999999825,101134.5,51.69
-101.7100000000064,101134.75,51.69
-102.32000000000698,101134.0,51.69
-99.24000000000524,101137.75,51.69
-103.13999999999942,101133.0,51.58
-102.32000000000698,101134.0,51.69
-100.88999999999942,101135.75,51.69
-101.30000000000291,101135.25,51.69
-101.30000000000291,101135.25,51.69
-103.9600000000064,101132.0,51.58
-103.9600000000064,101132.0,51.69
-103.35000000000582,101132.75,51.69
-103.55999999999767,101132.5,51.69
-103.35000000000582,101132.75,51.69
-103.9600000000064,101132.0,51.69
-102.52999999999884,101133.75,51.69
-103.13999999999942,101133.0,51.69
-99.24000000000524,101137.75,51.69
-101.91999999999825,101134.5,51.69
-99.04000000000815,101138.0,51.69
-99.66000000000349,101137.25,51.69
-102.94000000000233,101133.25,51.69
-101.7100000000064,101134.75,51.69
-100.47999999999593,101136.25,51.69
-101.7100000000064,101134.75,51.69
-101.30000000000291,101135.25,51.69
-99.24000000000524,101137.75,51.69
-101.91999999999825,101134.5,51.69
-103.13999999999942,101133.0,51.69
-104.99000000000524,101130.75,51.69
-101.7100000000064,101134.75,51.69
-101.7100000000064,101134.75,51.69
-98.63999999999942,101138.5,51.69
-104.16999999999825,101131.75,51.69
-105.19999999999709,101130.5,51.69
-99.86000000000058,101137.0,51.69
-102.52999999999884,101133.75,51.69
-104.77999999999884,101131.0,51.69
-102.11999999999534,101134.25,51.69
-101.7100000000064,101134.75,51.69
-100.47999999999593,101136.25,51.69
-102.94000000000233,101133.25,51.69
-108.47999999999593,101126.5,51.69
-105.60000000000582,101130.0,51.69
-102.94000000000233,101133.25,51.69
-103.55999999999767,101132.5,51.69
-101.91999999999825,101134.5,51.69
-106.22000000000116,101129.25,51.69
-106.22000000000116,101129.25,51.69
-103.13999999999942,101133.0,51.69
-106.63000000000466,101128.75,51.69
-106.22000000000116,101129.25,51.69
-106.41999999999825,101129.0,51.69
-103.55999999999767,101132.5,51.69
-106.83999999999651,101128.5,51.69
-104.99000000000524,101130.75,51.69
-108.68000000000757,101126.25,51.69
-103.9600000000064,101132.0,51.69
-106.83999999999651,101128.5,51.69
-103.13999999999942,101133.0,51.69
-104.58000000000175,101131.25,51.69
-104.38000000000466,101131.5,51.69
-107.66000000000349,101127.5,51.69
-106.02000000000407,101129.5,51.69
-108.27000000000407,101126.75,51.69
-106.83999999999651,101128.5,51.69
-106.63000000000466,101128.75,51.69
-106.41999999999825,101129.0,51.69
-107.86000000000058,101127.25,51.69
-108.27000000000407,101126.75,51.69
-108.27000000000407,101126.75,51.69
-108.68000000000757,101126.25,51.69
-106.83999999999651,101128.5,51.8
-106.22000000000116,101129.25,51.8
-107.44999999999709,101127.75,51.8
-106.63000000000466,101128.75,51.8
-106.83999999999651,101128.5,51.8
-105.80999999999767,101129.75,51.8
-108.27000000000407,101126.75,51.69
-106.41999999999825,101129.0,51.69
-105.60000000000582,101130.0,51.8
-107.66000000000349,101127.5,51.8
-106.63000000000466,101128.75,51.8
-107.86000000000058,101127.25,51.69
-106.22000000000116,101129.25,51.8
-105.60000000000582,101130.0,51.8
-103.55999999999767,101132.5,51.8
-106.63000000000466,101128.75,51.8
-105.19999999999709,101130.5,51.8
-105.19999999999709,101130.5,51.8
-105.60000000000582,101130.0,51.8
-103.9600000000064,101132.0,51.8
-107.44999999999709,101127.75,51.8
-107.86000000000058,101127.25,51.8
-106.63000000000466,101128.75,51.8
-106.22000000000116,101129.25,51.8
-103.35000000000582,101132.75,51.8
-104.58000000000175,101131.25,51.8
-102.52999999999884,101133.75,51.8
-104.77999999999884,101131.0,51.8
-102.32000000000698,101134.0,51.8
-102.94000000000233,101133.25,51.8
-104.16999999999825,101131.75,51.8
-106.63000000000466,101128.75,51.8
-105.19999999999709,101130.5,51.8
-104.99000000000524,101130.75,51.8
-108.88999999999942,101126.0,51.8
-108.05999999999767,101127.0,51.8
-108.05999999999767,101127.0,51.8
-107.24000000000524,101128.0,51.8
-109.7100000000064,101125.0,51.8
-106.22000000000116,101129.25,51.8
-107.66000000000349,101127.5,51.8
-107.86000000000058,101127.25,51.8
-107.66000000000349,101127.5,51.8
-106.83999999999651,101128.5,51.8
-106.41999999999825,101129.0,51.8
-110.11999999999534,101124.5,51.8
-106.02000000000407,101129.5,51.8
-109.08999999999651,101125.75,51.8
-110.11999999999534,101124.5,51.8
-108.88999999999942,101126.0,51.8
-109.30000000000291,101125.5,51.8
-109.08999999999651,101125.75,51.8
-110.72999999999593,101123.75,51.8
-108.68000000000757,101126.25,51.8
-110.52999999999884,101124.0,51.8
-109.7100000000064,101125.0,51.8
-109.7100000000064,101125.0,51.8
-109.7100000000064,101125.0,51.8
-108.27000000000407,101126.75,51.8
-109.08999999999651,101125.75,51.8
-112.57000000000698,101121.5,51.8
-110.93000000000757,101123.5,51.8
-110.32000000000698,101124.25,51.8
-112.99000000000524,101121.0,51.8
-111.55000000000291,101122.75,51.8
-111.55000000000291,101122.75,51.8
-112.57000000000698,101121.5,51.8
-110.93000000000757,101123.5,51.8
-111.55000000000291,101122.75,51.8
-111.75,101122.5,51.8
-111.55000000000291,101122.75,51.8
-110.72999999999593,101123.75,51.8
-113.38999999999942,101120.5,51.8
-111.9600000000064,101122.25,51.8
-112.16999999999825,101122.0,51.8
-108.27000000000407,101126.75,51.91
-110.11999999999534,101124.5,51.8
-109.08999999999651,101125.75,51.8
-109.5,101125.25,51.8
-107.66000000000349,101127.5,51.91
-109.08999999999651,101125.75,51.8
-110.72999999999593,101123.75,51.8
-112.36999999999534,101121.75,51.8
-108.27000000000407,101126.75,51.8
-107.86000000000058,101127.25,51.91
-108.27000000000407,101126.75,51.91
-109.30000000000291,101125.5,51.91
-109.91000000000349,101124.75,51.91
-113.38999999999942,101120.5,51.8
-112.16999999999825,101122.0,51.8
-107.86000000000058,101127.25,51.91
-109.5,101125.25,51.91
-107.44999999999709,101127.75,51.91
-110.72999999999593,101123.75,51.91
-111.55000000000291,101122.75,51.8
-108.47999999999593,101126.5,51.91
-107.86000000000058,101127.25,51.91
-110.72999999999593,101123.75,51.91
-106.22000000000116,101129.25,51.91
-108.88999999999942,101126.0,51.91
-107.24000000000524,101128.0,51.91
-107.44999999999709,101127.75,51.91
-109.30000000000291,101125.5,51.91
-109.30000000000291,101125.5,51.91
-106.22000000000116,101129.25,51.91
-109.30000000000291,101125.5,51.8
-109.08999999999651,101125.75,51.91
-108.05999999999767,101127.0,51.91
-107.24000000000524,101128.0,51.91
-111.9600000000064,101122.25,51.8
-107.44999999999709,101127.75,51.91
-112.77999999999884,101121.25,51.91
-109.7100000000064,101125.0,51.91
-110.93000000000757,101123.5,51.91
-109.08999999999651,101125.75,51.91
-107.44999999999709,101127.75,51.91
-111.9600000000064,101122.25,51.91
-114.01000000000931,101119.75,51.91
-114.01000000000931,101119.75,51.91
-109.7100000000064,101125.0,51.91
-112.16999999999825,101122.0,51.91
-115.02999999999884,101118.5,51.91
-112.99000000000524,101121.0,51.91
-114.01000000000931,101119.75,51.91
-110.32000000000698,101124.25,51.91
-113.80999999999767,101120.0,51.91
-115.02999999999884,101118.5,51.91
-111.9600000000064,101122.25,51.91
-113.80999999999767,101120.0,51.91
-113.38999999999942,101120.5,51.91
-111.9600000000064,101122.25,51.91
-112.77999999999884,101121.25,51.91
-115.24000000000524,101118.25,51.91
-112.36999999999534,101121.75,51.91
-112.57000000000698,101121.5,51.91
-112.57000000000698,101121.5,51.91
-109.08999999999651,101125.75,51.91
-111.55000000000291,101122.75,51.91
-112.57000000000698,101121.5,51.91
-113.80999999999767,101120.0,51.91
-111.9600000000064,101122.25,51.91
-113.60000000000582,101120.25,51.91
-112.99000000000524,101121.0,51.91
-111.35000000000582,101123.0,51.91
-110.32000000000698,101124.25,51.91
-111.13999999999942,101123.25,51.91
-111.35000000000582,101123.0,51.91
-113.19000000000233,101120.75,51.91
-109.08999999999651,101125.75,52.03
-111.13999999999942,101123.25,51.91
-111.55000000000291,101122.75,51.91
-111.9600000000064,101122.25,51.91
-112.57000000000698,101121.5,51.91
-109.30000000000291,101125.5,52.03
-113.60000000000582,101120.25,51.91
-110.11999999999534,101124.5,52.03
-111.35000000000582,101123.0,51.91
-112.36999999999534,101121.75,51.91
-108.47999999999593,101126.5,51.91
-108.88999999999942,101126.0,51.91
-111.55000000000291,101122.75,51.91
-110.32000000000698,101124.25,51.91
-109.7100000000064,101125.0,52.03
-110.72999999999593,101123.75,52.03
-112.36999999999534,101121.75,51.91
-114.63000000000466,101119.0,51.91
-113.19000000000233,101120.75,51.91
-114.01000000000931,101119.75,51.91
-111.9600000000064,101122.25,52.03
-109.30000000000291,101125.5,52.03
-114.83000000000175,101118.75,51.91
-112.77999999999884,101121.25,52.03
-112.77999999999884,101121.25,51.91
-109.30000000000291,101125.5,52.03
-110.93000000000757,101123.5,52.03
-112.77999999999884,101121.25,52.03
-114.2100000000064,101119.5,52.03
-111.55000000000291,101122.75,52.03
-116.27000000000407,101117.0,51.91
-112.77999999999884,101121.25,52.03
-111.75,101122.5,52.03
-113.38999999999942,101120.5,52.03
-112.99000000000524,101121.0,52.03
-115.65000000000873,101117.75,51.91
-114.83000000000175,101118.75,52.03
-113.60000000000582,101120.25,52.03
-112.36999999999534,101121.75,52.03
-110.11999999999534,101124.5,52.03
-112.36999999999534,101121.75,52.03
-115.44999999999709,101118.0,51.91
-110.93000000000757,101123.5,52.03
-109.08999999999651,101125.75,52.03
-111.35000000000582,101123.0,52.03
-109.91000000000349,101124.75,52.03
-107.66000000000349,101127.5,52.03
-107.44999999999709,101127.75,52.03
-109.7100000000064,101125.0,52.03
-110.32000000000698,101124.25,52.03
-107.66000000000349,101127.5,52.03
-110.93000000000757,101123.5,52.03
-108.88999999999942,101126.0,52.03
-109.08999999999651,101125.75,52.03
-111.75,101122.5,52.03
-112.16999999999825,101122.0,52.03
-109.7100000000064,101125.0,52.03
-109.91000000000349,101124.75,52.03
-108.88999999999942,101126.0,52.03
-108.68000000000757,101126.25,52.03
-108.68000000000757,101126.25,52.03
-110.11999999999534,101124.5,52.03
-111.55000000000291,101122.75,52.03
-110.93000000000757,101123.5,52.03
-112.36999999999534,101121.75,52.03
-110.72999999999593,101123.75,52.03
-110.72999999999593,101123.75,52.03
-109.91000000000349,101124.75,52.03
-108.68000000000757,101126.25,52.03
-109.08999999999651,101125.75,52.03
-108.88999999999942,101126.0,52.03
-111.35000000000582,101123.0,52.03
-108.47999999999593,101126.5,52.03
-112.16999999999825,101122.0,52.03
-110.52999999999884,101124.0,52.03
-111.13999999999942,101123.25,52.03
-107.86000000000058,101127.25,52.14
-110.32000000000698,101124.25,52.03
-112.77999999999884,101121.25,52.03
-111.13999999999942,101123.25,52.03
-109.7100000000064,101125.0,52.03
-114.63000000000466,101119.0,52.03
-114.01000000000931,101119.75,52.03
-110.52999999999884,101124.0,52.03
-112.16999999999825,101122.0,52.03
-111.13999999999942,101123.25,52.03
-110.72999999999593,101123.75,52.03
-112.16999999999825,101122.0,52.03
-115.24000000000524,101118.25,52.03
-109.30000000000291,101125.5,52.03
-110.72999999999593,101123.75,52.03
-112.16999999999825,101122.0,52.03
-112.36999999999534,101121.75,52.03
-115.02999999999884,101118.5,52.03
-111.35000000000582,101123.0,52.14
-109.91000000000349,101124.75,52.14
-115.02999999999884,101118.5,52.03
-110.93000000000757,101123.5,52.03
-111.9600000000064,101122.25,52.03
-111.55000000000291,101122.75,52.03
-110.32000000000698,101124.25,52.14
-110.72999999999593,101123.75,52.03
-109.08999999999651,101125.75,52.14
-110.52999999999884,101124.0,52.14
-110.32000000000698,101124.25,52.14
-110.52999999999884,101124.0,52.14
-112.77999999999884,101121.25,52.03
-113.60000000000582,101120.25,52.03
-109.7100000000064,101125.0,52.14
-111.55000000000291,101122.75,52.03
-112.36999999999534,101121.75,52.03
-109.30000000000291,101125.5,52.14
-111.9600000000064,101122.25,52.14
-110.93000000000757,101123.5,52.14
-109.91000000000349,101124.75,52.14
-111.9600000000064,101122.25,52.14
-111.9600000000064,101122.25,52.14
-110.52999999999884,101124.0,52.14
-110.11999999999534,101124.5,52.14
-113.19000000000233,101120.75,52.14
-110.52999999999884,101124.0,52.14
-112.16999999999825,101122.0,52.14
-109.91000000000349,101124.75,52.14
-110.52999999999884,101124.0,52.14
-114.01000000000931,101119.75,52.14
-110.72999999999593,101123.75,52.14
-109.91000000000349,101124.75,52.14
-110.52999999999884,101124.0,52.14
-112.16999999999825,101122.0,52.14
-113.60000000000582,101120.25,52.14
-111.55000000000291,101122.75,52.14
-111.55000000000291,101122.75,52.14
-114.41999999999825,101119.25,52.14
-112.99000000000524,101121.0,52.14
-112.36999999999534,101121.75,52.14
-111.13999999999942,101123.25,52.14
-111.55000000000291,101122.75,52.14
-111.75,101122.5,52.14
-113.38999999999942,101120.5,52.14
-110.32000000000698,101124.25,52.14
-113.19000000000233,101120.75,52.14
-113.60000000000582,101120.25,52.14
-112.99000000000524,101121.0,52.14
-112.99000000000524,101121.0,52.14
-114.01000000000931,101119.75,52.14
-111.55000000000291,101122.75,52.14
-110.72999999999593,101123.75,52.14
-110.93000000000757,101123.5,52.14
-113.38999999999942,101120.5,52.14
-113.60000000000582,101120.25,52.14
-109.08999999999651,101125.75,52.25
-109.7100000000064,101125.0,52.14
-112.77999999999884,101121.25,52.14
-112.36999999999534,101121.75,52.14
-112.99000000000524,101121.0,52.14
-113.38999999999942,101120.5,52.14
-112.77999999999884,101121.25,52.14
-113.38999999999942,101120.5,52.14
-114.63000000000466,101119.0,52.14
-113.80999999999767,101120.0,52.14
-111.55000000000291,101122.75,52.14
-110.32000000000698,101124.25,52.14
-112.16999999999825,101122.0,52.14
-111.9600000000064,101122.25,52.14
-113.60000000000582,101120.25,52.14
-112.57000000000698,101121.5,52.14
-110.52999999999884,101124.0,52.14
-109.5,101125.25,52.14
-111.35000000000582,101123.0,52.14
-114.2100000000064,101119.5,52.14
-111.55000000000291,101122.75,52.14
-110.52999999999884,101124.0,52.14
-113.60000000000582,101120.25,52.14
-114.2100000000064,101119.5,52.14
-111.35000000000582,101123.0,52.25
-116.05999999999767,101117.25,52.14
-113.60000000000582,101120.25,52.14
-112.99000000000524,101121.0,52.14
-113.60000000000582,101120.25,52.14
-112.77999999999884,101121.25,52.14
-111.75,101122.5,52.25
-110.52999999999884,101124.0,52.25
-113.60000000000582,101120.25,52.14
-112.99000000000524,101121.0,52.14
-114.83000000000175,101118.75,52.14
-111.55000000000291,101122.75,52.14
-109.5,101125.25,52.25
-112.36999999999534,101121.75,52.14
-110.93000000000757,101123.5,52.25
-111.13999999999942,101123.25,52.25
-113.38999999999942,101120.5,52.14
-108.68000000000757,101126.25,52.25
-111.35000000000582,101123.0,52.25
-112.36999999999534,101121.75,52.14
-114.01000000000931,101119.75,52.14
-112.36999999999534,101121.75,52.14
-111.35000000000582,101123.0,52.14
-110.72999999999593,101123.75,52.25
-109.7100000000064,101125.0,52.25
-109.5,101125.25,52.25
-107.04000000000815,101128.25,52.25
-108.27000000000407,101126.75,52.25
-107.44999999999709,101127.75,52.25
-113.19000000000233,101120.75,52.14
-113.38999999999942,101120.5,52.25
-110.52999999999884,101124.0,52.25
-110.93000000000757,101123.5,52.25
-111.55000000000291,101122.75,52.25
-113.60000000000582,101120.25,52.25
-112.36999999999534,101121.75,52.25
-113.19000000000233,101120.75,52.25
-108.88999999999942,101126.0,52.25
-112.16999999999825,101122.0,52.25
-106.83999999999651,101128.5,52.25
-107.66000000000349,101127.5,52.25
-105.80999999999767,101129.75,52.25
-108.88999999999942,101126.0,52.25
-113.19000000000233,101120.75,52.25
-107.66000000000349,101127.5,52.25
-108.05999999999767,101127.0,52.25
-109.5,101125.25,52.25
-111.75,101122.5,52.25
-109.5,101125.25,52.25
-110.11999999999534,101124.5,52.25
-112.77999999999884,101121.25,52.25
-107.66000000000349,101127.5,52.25
-112.16999999999825,101122.0,52.25
-109.30000000000291,101125.5,52.25
-113.38999999999942,101120.5,52.25
-110.11999999999534,101124.5,52.25
-112.77999999999884,101121.25,52.25
-112.77999999999884,101121.25,52.25
-111.35000000000582,101123.0,52.25
-109.7100000000064,101125.0,52.25
-112.57000000000698,101121.5,52.25
-113.80999999999767,101120.0,52.25
-109.30000000000291,101125.5,52.25
-110.93000000000757,101123.5,52.25
-111.75,101122.5,52.25
-111.13999999999942,101123.25,52.25
-111.55000000000291,101122.75,52.25
-110.11999999999534,101124.5,52.25
-111.13999999999942,101123.25,52.25
-110.52999999999884,101124.0,52.25
-108.68000000000757,101126.25,52.25
-109.91000000000349,101124.75,52.25
-111.75,101122.5,52.25
-108.88999999999942,101126.0,52.25
-110.11999999999534,101124.5,52.25
-112.99000000000524,101121.0,52.25
-111.13999999999942,101123.25,52.25
-107.04000000000815,101128.25,52.36
-109.91000000000349,101124.75,52.25
-108.88999999999942,101126.0,52.25
-109.7100000000064,101125.0,52.25
-108.05999999999767,101127.0,52.25
-107.04000000000815,101128.25,52.36
-112.36999999999534,101121.75,52.25
-110.72999999999593,101123.75,52.25
-108.05999999999767,101127.0,52.25
-109.08999999999651,101125.75,52.25
-106.41999999999825,101129.0,52.36
-110.52999999999884,101124.0,52.25
-108.88999999999942,101126.0,52.25
-110.52999999999884,101124.0,52.25
-108.88999999999942,101126.0,52.36
-110.52999999999884,101124.0,52.36
-110.93000000000757,101123.5,52.36
-112.77999999999884,101121.25,52.25
-110.32000000000698,101124.25,52.36
-108.05999999999767,101127.0,52.36
-109.7100000000064,101125.0,52.36
-109.7100000000064,101125.0,52.36
-108.47999999999593,101126.5,52.25
-107.24000000000524,101128.0,52.36
-108.27000000000407,101126.75,52.36
-107.04000000000815,101128.25,52.36
-109.08999999999651,101125.75,52.25
-109.08999999999651,101125.75,52.36
-110.93000000000757,101123.5,52.25
-108.88999999999942,101126.0,52.36
-110.52999999999884,101124.0,52.25
-109.7100000000064,101125.0,52.36
-110.52999999999884,101124.0,52.36
-111.35000000000582,101123.0,52.36
-108.68000000000757,101126.25,52.36
-108.05999999999767,101127.0,52.36
-109.7100000000064,101125.0,52.36
-111.75,101122.5,52.36
-112.99000000000524,101121.0,52.36
-114.83000000000175,101118.75,52.25
-109.5,101125.25,52.36
-110.93000000000757,101123.5,52.36
-109.7100000000064,101125.0,52.36
-110.52999999999884,101124.0,52.36
-105.80999999999767,101129.75,52.36
-104.38000000000466,101131.5,52.36
-113.19000000000233,101120.75,52.36
-111.75,101122.5,52.36
-114.63000000000466,101119.0,52.36
-112.16999999999825,101122.0,52.36
-111.13999999999942,101123.25,52.36
-109.91000000000349,101124.75,52.36
-112.16999999999825,101122.0,52.36
-111.9600000000064,101122.25,52.36
-112.16999999999825,101122.0,52.36
-113.19000000000233,101120.75,52.36
-113.19000000000233,101120.75,52.36
-108.47999999999593,101126.5,52.36
-105.19999999999709,101130.5,52.36
-111.13999999999942,101123.25,52.36
-108.27000000000407,101126.75,52.36
-109.08999999999651,101125.75,52.36
-108.27000000000407,101126.75,52.36
-109.91000000000349,101124.75,52.36
-113.19000000000233,101120.75,52.36
-111.35000000000582,101123.0,52.36
-108.05999999999767,101127.0,52.36
